ab4adf577b9b88b264347b734dfce9d399ed985f76ca7c913338ca144238d3b8,1KEr24zCxEwf4WAdwAQ8gy3grsXGfFPaGy,1Cu3gkevrm5bAJAWabwiWMWw8DsVujDbMD,1.0,Test Mastercoin,Simple send
63c7eb7032645344a362bf729fb05217156d6d5d7e610e4e1953485dd1892d1c,15og4WXZPwkMnnsb3dj6HqgTUfcRLx4J9b,1Cu3gkevrm5bAJAWabwiWMWw8DsVujDbMD,1.0,Test Mastercoin,Simple send
9e0b6bb921ff60de42125bd75c80ba68ceab3c649882fbd15d6f5190ecda0737,15og4WXZPwkMnnsb3dj6HqgTUfcRLx4J9b,1Cu3gkevrm5bAJAWabwiWMWw8DsVujDbMD,1.0,Mastercoin,Simple send
fa4486dc136fc8a741b69b015bfb6f1f7ca1898d4b6ce6c77b5d98ba59b6b1fb,15og4WXZPwkMnnsb3dj6HqgTUfcRLx4J9b,1Ch5Cgoc5Yse5pVoP322QsrZfdo3xCwNbV,1.0,Mastercoin,Simple send
79fe07d288e1db4d4e06b101ca13dc9fb6a656edc27927a159d4f589bb823702,15og4WXZPwkMnnsb3dj6HqgTUfcRLx4J9b,1Ch5Cgoc5Yse5pVoP322QsrZfdo3xCwNbV,1.0,Test Mastercoin,Simple send
16ae9fb54c0a333ad1cda5deefbb4ca75501f9b04b229e3d5d85a02d0a7a6b93,15og4WXZPwkMnnsb3dj6HqgTUfcRLx4J9b,1mcnAR4d5waaD1WaDfH1gU9BuGmCwNNMe,1.0,Mastercoin,Simple send
dfa827e4ddfa12ab05a18f5aace980eba23b1299c3c51080004600a04a9ca74b,15og4WXZPwkMnnsb3dj6HqgTUfcRLx4J9b,1mcnAR4d5waaD1WaDfH1gU9BuGmCwNNMe,1.0,Test Mastercoin,Simple send
dc5c346e1b7ee7de135a34eab255afc48e2d9092553f32c1a80030e0438b61ec,15og4WXZPwkMnnsb3dj6HqgTUfcRLx4J9b,1HfXDX3ALapNebQC8stTdd5zK7kiCgvX9n,2.0,Test Mastercoin,Simple send
bfadadcbf9e67eda7359d628645473ce7753d4048964d94340e4acfbbf15de5c,15og4WXZPwkMnnsb3dj6HqgTUfcRLx4J9b,1HfXDX3ALapNebQC8stTdd5zK7kiCgvX9n,2.0,Mastercoin,Simple send
546802255d4d07ff823cb935b02706563536606d3546e76e16bc945a9a2198af,15og4WXZPwkMnnsb3dj6HqgTUfcRLx4J9b,1AgZvwAoNDFGkQYEF193RAm3qxipWAEFAH,1.0,Mastercoin,Simple send
bfe12ea222779c5892b5e5fb127ce4e709867d3cf160b95b189ecf4e7e92fda5,15og4WXZPwkMnnsb3dj6HqgTUfcRLx4J9b,162sRqqkQQ126riANMqK9e6gFt35eDCGyi,2.0,Mastercoin,Simple send
38f7a303cef730b8257684d9a2950f5e170c3d75cd81a6ef11250bff31ffb81f,15og4WXZPwkMnnsb3dj6HqgTUfcRLx4J9b,1AgZvwAoNDFGkQYEF193RAm3qxipWAEFAH,1.0,Test Mastercoin,Simple send
755c9a40f4b8b7558e571b832efdad05a81eba442cb25e81b638c0c69d38a12d,15og4WXZPwkMnnsb3dj6HqgTUfcRLx4J9b,162sRqqkQQ126riANMqK9e6gFt35eDCGyi,2.0,Test Mastercoin,Simple send
a1633359d7264ceefd3557ca96798cff77e357a472c72be65cef9a729ab77ad9,15og4WXZPwkMnnsb3dj6HqgTUfcRLx4J9b,1FZ9VevcVXQseSAQPe3zuCzsWQavQpZo4g,1.0,Test Mastercoin,Simple send
3db59c2699a6ac17cc70b4501c358adec9de7f9460e5b107509c30b516e2573c,15og4WXZPwkMnnsb3dj6HqgTUfcRLx4J9b,1FZ9VevcVXQseSAQPe3zuCzsWQavQpZo4g,1.0,Mastercoin,Simple send
5ebd99c3c556df0cae23ba3918a651b37a614dd972ba215e56589133fa1148e5,15og4WXZPwkMnnsb3dj6HqgTUfcRLx4J9b,1JpVUU3VQjkYKSfot6PDQXs8un11Dg2ZZN,1.0,Mastercoin,Simple send
0f7e5512c969cce01cd061913b6ca67c894d81cb418e4346a7775d1d7a23f6b8,15og4WXZPwkMnnsb3dj6HqgTUfcRLx4J9b,1JpVUU3VQjkYKSfot6PDQXs8un11Dg2ZZN,1.0,Test Mastercoin,Simple send
183a85d19059557b2ae0aba3cf987943c83aaa79ec68d18aa261c9c6fcdb1fe6,15og4WXZPwkMnnsb3dj6HqgTUfcRLx4J9b,158qYAqDu4GKeVHDiTYA2xAu5Ew4sEU2Ug,1.0,Mastercoin,Simple send
f90073ddf621e936f897b277325a6c09a9024d4e87ff6a42bdd0b0022edd04d0,15og4WXZPwkMnnsb3dj6HqgTUfcRLx4J9b,1MRBT5Fg5NuCpTY8xH1UGSgnYj41WKYPVc,2.0,Test Mastercoin,Simple send
19ae118dc686e532953457bf2258a84e49b238f521cdb2aa96466614b2a590a0,15og4WXZPwkMnnsb3dj6HqgTUfcRLx4J9b,158qYAqDu4GKeVHDiTYA2xAu5Ew4sEU2Ug,1.0,Test Mastercoin,Simple send
2829192d5402664962255b191d79e14baa56a088ce731465a54fbb3b9c9527f3,15og4WXZPwkMnnsb3dj6HqgTUfcRLx4J9b,1MRBT5Fg5NuCpTY8xH1UGSgnYj41WKYPVc,2.0,Mastercoin,Simple send
85949f5d508249d0f0d80bb4e69fe7f096f0a640ec0078a23fbbcc8206965738,15og4WXZPwkMnnsb3dj6HqgTUfcRLx4J9b,1HeU3RSvgvTCspVF2nq3U8p9tgs48fNStG,1.5,Test Mastercoin,Simple send
4b6e83e9a558a1949ac39a9aa274238ee793248548c642c085ebf11c4df05589,15og4WXZPwkMnnsb3dj6HqgTUfcRLx4J9b,1HeU3RSvgvTCspVF2nq3U8p9tgs48fNStG,1.5,Mastercoin,Simple send
0ce5e9eaa64e4aa0873720edc9b251d700cc9164e95396bbf995d84d49d48e67,15og4WXZPwkMnnsb3dj6HqgTUfcRLx4J9b,13qJCzNQUx7dFcixjq9Rab7wPgUCtYS48v,1.0,Mastercoin,Simple send
e483f444e74d9fe6725b1ee3ea08990b3d83fca7ca4cea430719b7fa89f1c1d4,15og4WXZPwkMnnsb3dj6HqgTUfcRLx4J9b,13qJCzNQUx7dFcixjq9Rab7wPgUCtYS48v,1.0,Test Mastercoin,Simple send
b91ebba6649df4ea6bc98d412238b8cecbfb75ce6f680ac8d37d15f1314f3c74,15og4WXZPwkMnnsb3dj6HqgTUfcRLx4J9b,18jx6UYhAWkVtN5Wzo24Mn5C4rugB1fZ6r,2.0,Mastercoin,Simple send
012e60064d48dcf1757e69c0fcd5ef1c0fcaffe0b0ce0f953a25f13ea4bfeb25,15og4WXZPwkMnnsb3dj6HqgTUfcRLx4J9b,13qJCzNQUx7dFcixjq9Rab7wPgUCtYS48v,0.5,Mastercoin,Simple send
c7447cf2a33617aed6ce7ff6778a6cc6107a66180f70c53639aaa5ee7db9a26a,15og4WXZPwkMnnsb3dj6HqgTUfcRLx4J9b,1HfXDX3ALapNebQC8stTdd5zK7kiCgvX9n,20.0,Test Mastercoin,Simple send
d10c50c7c12fe6cae4154610f38f1045ec08d10402c1b506bd9ec5fdf5f2f294,15og4WXZPwkMnnsb3dj6HqgTUfcRLx4J9b,1donutMH4L7kdRqh4xvSvesfd3KFu3UNm,0.5,Mastercoin,Simple send
c0ec94d6154edfa1dc250237693b74cf282695bb08042dfa6f35d5c7dfae5890,15og4WXZPwkMnnsb3dj6HqgTUfcRLx4J9b,13RgJNX9L8CfbFAuBdaoVWGDbhprFEYQeS,1.5,Test Mastercoin,Simple send
cdfd4bbf985eefd5139cc23ce367b6a7a7fef0b2d3f1f72baf86ef3b37b61398,15og4WXZPwkMnnsb3dj6HqgTUfcRLx4J9b,1EByjy9e4FeGZuTV4Rx5hbf4PnFt7jGh8M,1.0,Mastercoin,Simple send
f17d988c49732a1bb9f3022a4bb9f08daa256f7ad0a56ff1d517f49f278a09e3,15og4WXZPwkMnnsb3dj6HqgTUfcRLx4J9b,1HfXDX3ALapNebQC8stTdd5zK7kiCgvX9n,20.0,Mastercoin,Simple send
1bce28bd47ae7622b16acf7736f18d4d83fd48eb7a61f796c08aeae1a8e3709c,194iAz9vJw6tXbxpVZ22YWaYyWDL1QCBDz,1donutMH4L7kdRqh4xvSvesfd3KFu3UNm,0.5,Test Mastercoin,Simple send
7d4eea4e30000701c730a06ba1212299a8b7be166202861f16eecb18086cb5bb,15og4WXZPwkMnnsb3dj6HqgTUfcRLx4J9b,13qJCzNQUx7dFcixjq9Rab7wPgUCtYS48v,0.5,Test Mastercoin,Simple send
a2421fa6c90e253bcf6d2a3e7cb7740fbabb2bee51b5d07031ad1935b4990a19,17uK6u4nTbWv3h6WNKg7ejxmgXvy4qebBY,1donutMH4L7kdRqh4xvSvesfd3KFu3UNm,0.5,Test Mastercoin,Simple send
